strategy,symbol,sharpe_ratio,drawdown,exposure,total_return,winrate,expectancy
RsiBollingerStrategy,LAYERBTC,-1.0211553252065797,-0.23249629265473948,37.005582137161085,-6.687682690549568,0.6068965517241379,-4.612194958999751
RsiBollingerStrategy,ALGOBTC,-2.148629054166289,-0.32271971002559363,44.33779761904762,-15.537844644983867,0.6632996632996633,-5.231597523563597
RsiBollingerStrategy,AUCTIONBTC,-6.097871172408072,-0.3707322794229211,41.063988095238095,-36.11183164837608,0.6055776892430279,-14.38718392365585
RsiBollingerStrategy,API3BTC,-6.656751074195361,-0.43027767098105174,40.05704365079365,-34.32242439663161,0.5954198473282443,-13.100161983447205
RsiBollingerStrategy,TAOBTC,-2.252176560748788,-0.2824298902578096,33.30605158730159,-17.69218734615754,0.5637583892617449,-11.873951239031946
RsiBollingerStrategy,EOSBTC,-10.519882072307134,-0.4492282622859095,42.25694444444444,-43.02430972607117,0.46484375,-16.806370986746572
RsiBollingerStrategy,PNUTBTC,-1.1635615196277123,-0.3081188342506478,45.24057539682539,-17.371658073113107,0.6046511627906976,-6.733200803532249
RsiBollingerStrategy,NEOBTC,-11.649007756642838,-0.4665207479181439,40.989583333333336,-44.289280796301554,0.450354609929078,-15.705418722092741
RsiBollingerStrategy,INJBTC,-9.532532627531761,-0.5075582968210044,40.02728174603175,-46.782581532228726,0.5898617511520737,-21.55879333282433
RsiBollingerStrategy,SUPERBTC,-12.269900293368885,-0.5696186607974445,44.96279761904762,-54.06046749213682,0.5379061371841155,-19.516414257089096
RsiBollingerStrategy,TIABTC,-8.095553405113575,-0.448788571019195,40.83085317460318,-44.054276202627626,0.5783582089552238,-16.438162762174553
RsiBollingerStrategy,CTKBTC,0.6596919014435835,-0.17532987075718742,39.73710317460317,1.5938981824402898,0.6507936507936508,0.8433323716615249
RsiBollingerStrategy,DYDXBTC,-7.553038496319566,-0.4745797375481734,40.35962301587301,-41.87613583830701,0.5730337078651685,-15.683946006856559
RsiBollingerStrategy,AXSBTC,-11.375108209021827,-0.45214534347169977,42.43551587301587,-43.80284951251727,0.5918367346938775,-14.898928405618113
RsiBollingerStrategy,FILBTC,-7.582574310169974,-0.4391256662729496,39.8561507936508,-37.94534664060518,0.6515151515151515,-14.373237363865583
RsiBollingerStrategy,XTZBTC,-11.836672298455555,-0.4531589893776764,42.83482142857143,-43.33749516152705,0.494949494949495,-14.591749212635401
RsiBollingerStrategy,ICPBTC,-6.631495898155779,-0.2863968835415396,39.479166666666664,-26.44193776206273,0.5333333333333333,-9.277872898969367
RsiBollingerStrategy,STPTBTC,9.754944868105289,-0.2517401344575416,42.61904761904762,158.93251125332205,0.6651785714285714,70.95201395237586
RsiBollingerStrategy,SANDBTC,-10.205204771470225,-0.5105193212853925,44.06001984126984,-46.24536408763399,0.6289308176100629,-14.54256732315536
RsiBollingerStrategy,ETCBTC,-6.66043613041375,-0.3178639355446955,32.51984126984127,-25.872499547738627,0.49390243902439024,-15.775914358377271
RsiBollingerStrategy,QNTBTC,-5.124529840572173,-0.2988772806940049,40.10416666666667,-24.51224462147167,0.5737051792828686,-9.765834510546501
RsiBollingerStrategy,UNIBTC,-10.91431105725779,-0.45493779763932063,42.28670634920635,-44.54057466883887,0.4553191489361702,-18.953436029293137
RsiBollingerStrategy,ATOMBTC,-6.571767543553858,-0.36592574808995826,40.042162698412696,-29.69913213734966,0.5854545454545454,-10.799684413581714
RsiBollingerStrategy,RUNEBTC,-8.93958931361481,-0.521261832779502,33.93105158730159,-51.87454692198643,0.5034013605442177,-35.28880742992274
RsiBollingerStrategy,THETABTC,-10.842334962202797,-0.4966293467492484,42.33134920634921,-45.98397891712056,0.5229007633587787,-17.55113699126741
RsiBollingerStrategy,BERABTC,1.82997790224492,-0.20284777941010224,34.92888064316636,9.278446175020605,0.6724137931034483,5.332440330471677
RsiBollingerStrategy,IMXBTC,-8.785356268395942,-0.479917782955566,45.32242063492063,-41.199477130063634,0.5353535353535354,-13.871877821570259
RsiBollingerStrategy,VETBTC,24.573876007637217,-0.08108108108108292,27.921626984126984,19674.23096344157,0.9619565217391305,10692.516827957372
RsiBollingerStrategy,SUSHIBTC,-6.60069260950342,-0.39539009375234824,35.90525793650794,-34.087070872610035,0.6223404255319149,-18.131420676920225
RsiBollingerStrategy,ZECBTC,-5.139627925255502,-0.3103135681114101,43.23660714285714,-27.192783308354805,0.5743243243243243,-9.186751117687454
RsiBollingerStrategy,OMBTC,2.919813988768105,-0.15700822333362308,39.16914682539683,14.34952012815025,0.6186440677966102,6.080305139046722
RsiBollingerStrategy,EGLDBTC,-10.182618199266603,-0.5060437037439124,41.65426587301587,-44.58075847237516,0.5023923444976076,-21.330506446112537
RsiBollingerStrategy,IOTABTC,-2.912922557997099,-0.32540353770270214,40.61507936507937,-20.184122507817413,0.6212624584717608,-6.705688540803102
RsiBollingerStrategy,SEIBTC,-7.606986483403102,-0.3827455533742151,43.23660714285714,-37.85085217248705,0.5454545454545454,-13.763946244540744
RsiBollingerStrategy,ENSBTC,-8.00542767166632,-0.3864743648051099,42.135416666666664,-37.82343724842418,0.525096525096525,-14.603643725260293
RsiBollingerStrategy,COTIBTC,5.998126326455704,-0.3094744175791274,46.04414682539682,59.16196608962472,0.6610169491525424,33.424839598658046
RsiBollingerStrategy,MANTABTC,-8.99427905206942,-0.4680825883185079,40.37202380952381,-42.0761488668549,0.6081632653061224,-17.173938313001976
RsiBollingerStrategy,PENDLEBTC,-8.85241025065357,-0.5114668098698806,46.245039682539684,-48.05260033826109,0.5740072202166066,-17.34750914738666
RsiBollingerStrategy,ONEBTC,33.705946355684596,-0.1250000000000001,43.467261904761905,1282270.9453635216,0.872093023255814,745506.3635834428
RsiBollingerStrategy,BICOBTC,-3.7349674074358816,-0.314668926825471,44.59821428571429,-22.046781798362847,0.6176470588235294,-9.2633536967911
RsiBollingerStrategy,RENDERBTC,-7.432633301604056,-0.43189693631491166,40.27777777777778,-39.45732696112496,0.545816733067729,-15.720050582121523
RsiBollingerStrategy,APTBTC,-9.100101337249583,-0.47563590340314477,39.03521825396825,-42.14529527063965,0.5068493150684932,-19.24442706421901
RsiBollingerStrategy,CFXBTC,5.083848836075737,-0.29696626718964203,38.13740079365079,38.619166266303395,0.6666666666666666,18.13106397479033
RsiBollingerStrategy,OMNIBTC,-9.47481566700443,-0.47679979488996527,42.11805555555556,-46.54531197261109,0.5131578947368421,-15.310957885727355
RsiBollingerStrategy,POLBTC,-3.339375830361797,-0.30717163889611676,40.761408730158735,-18.711393619243044,0.6566666666666666,-6.2371312064144
RsiBollingerStrategy,SLFBTC,-4.162299441226649,-0.2888863088954805,41.94940476190476,-26.676081321396204,0.5615942028985508,-9.665246855578346
RsiBollingerStrategy,GRTBTC,0.19934641354567617,-0.27921424902582503,42.805059523809526,-1.643026147672555,0.5714285714285714,-0.7823934036536357
RsiBollingerStrategy,ALTBTC,3.85266978187181,-0.33880651099657744,40.06944444444444,36.50720752284735,0.6309523809523809,43.460961336723
RsiBollingerStrategy,KDABTC,-4.28153014278732,-0.32183393104549585,39.46924603174603,-25.046511724624978,0.5797101449275363,-9.074823088632279
RsiBollingerStrategy,WBTC,-6.42225272384733,-0.38602300862057504,45.58779761904762,-37.655590324334064,0.5532786885245902,-15.432618985382778
RsiBollingerStrategy,ARKMBTC,-10.068151052489872,-0.5957526416985668,42.29414682539683,-58.70187889771916,0.5298507462686567,-21.90368615586537
RsiBollingerStrategy,PYTHBTC,-8.287302101445166,-0.45809446653653296,45.93501984126984,-44.46710237999662,0.5461254612546126,-16.40852486346735
RsiBollingerStrategy,DASHBTC,-10.864620021585427,-0.4555569627465945,41.56498015873016,-42.57802548405441,0.5182481751824818,-15.539425359143921
RsiBollingerStrategy,ZENBTC,-6.656419840735989,-0.5085886721815795,43.17212301587301,-45.62330447402293,0.5591397849462365,-16.352438879578166
RsiBollingerStrategy,MANABTC,-9.73261427570017,-0.4493641742850111,42.579365079365076,-42.04328635751043,0.6163934426229508,-13.784684051642783
RsiBollingerStrategy,YFIBTC,-12.681595358920775,-0.46311013077832275,44.59077380952381,-45.40179575006277,0.4175824175824176,-16.630694413942386
RsiBollingerStrategy,ADXBTC,-1.9306605020065684,-0.1382933611971785,48.88392857142857,-8.02575681673192,0.5597014925373134,-5.989370758755111
