strategy,symbol,sharpe_ratio,drawdown,exposure,total_return,winrate,expectancy
RsiBollingerStrategy,AGLDBTC,-9.584128923017103,-0.4918082425880548,44.27827380952381,-47.528440349200785,0.52,-17.283069217891214
RsiBollingerStrategy,ZRXBTC,-6.553578691617097,-0.3630323982601604,49.19642857142857,-32.08685620971009,0.6262135922330098,-15.5761437911214
RsiBollingerStrategy,RAREBTC,5.96024868758396,-0.29495864980881026,52.160218253968246,51.09572120104164,0.6578947368421053,44.82080807108922
RsiBollingerStrategy,KSMBTC,-12.004407816967896,-0.5162414626195766,44.85863095238095,-50.584972249093774,0.4777327935222672,-20.47974584983553
RsiBollingerStrategy,ARBTC,-9.886313433292477,-0.5573334749331573,40.24305555555556,-53.02559776212614,0.5555555555555556,-21.041903873859553
RsiBollingerStrategy,AXLBTC,-11.175548856940713,-0.4898830314171829,48.648313492063494,-48.420745444486116,0.5305164319248826,-22.73274434013429
RsiBollingerStrategy,ACHBTC,15.074247727042648,-0.217353226564437,53.15972222222223,805.0549856771871,0.672,644.0439885417499
RsiBollingerStrategy,KAVABTC,-3.7110545081552133,-0.321724860196937,44.151785714285715,-16.415406916969786,0.5857740585774058,-6.868371094966395
RsiBollingerStrategy,FLOWBTC,-7.855993865338777,-0.3835621723587078,44.273313492063494,-33.39110289068705,0.475177304964539,-11.840816627903237
VolumeSpikeBreakoutStrategy,ETHBTC,-44.70965653938355,-0.6657895192701322,22.415674603174605,-66.33020426150806,0.1402439024390244,-13.481748833639877
VolumeSpikeBreakoutStrategy,SOLBTC,-38.995083270383645,-0.7173852102640488,24.055059523809526,-71.63861652100002,0.18530884808013356,-11.95970225726212
VolumeSpikeBreakoutStrategy,BNBBTC,-39.59818817082628,-0.6480894412537321,26.666666666666668,-64.7645377894369,0.18855218855218855,-10.903120839972516
VolumeSpikeBreakoutStrategy,WBTCBTC,-91.35891012061519,-0.5233770643861447,36.23759920634921,-52.33770643861473,0.0,-14.578748311591847
VolumeSpikeBreakoutStrategy,DOGEBTC,-32.609238134758286,-0.8360975780378463,25.376984126984127,-83.57528114935513,0.0781758957654723,-27.22321861542514
VolumeSpikeBreakoutStrategy,XRPBTC,-41.42197110231096,-0.789549323488854,23.8343253968254,-78.91928781134072,0.14408233276157806,-13.536756056833742
VolumeSpikeBreakoutStrategy,SUIBTC,-23.5856026462489,-0.7125230986447599,26.361607142857142,-71.1297626218323,0.23462783171521034,-11.509670327157341
VolumeSpikeBreakoutStrategy,LTCBTC,-29.22721084703343,-0.7896404784638851,27.81001984126984,-77.82957085448561,0.21680672268907564,-13.080600143611026
VolumeSpikeBreakoutStrategy,TRXBTC,-32.676243954689,-0.8152420193460546,15.203373015873014,-81.52420193460532,0.03111111111111111,-36.23297863760237
VolumeSpikeBreakoutStrategy,ADABTC,-27.995752258388936,-0.7269047575198214,24.45436507936508,-71.22333560304654,0.2033195020746888,-14.776625643785584
VolumeSpikeBreakoutStrategy,MKRBTC,-22.193536276428496,-0.7273423094115463,35.33978174603175,-72.29550712922224,0.22009569377990432,-11.530383912156662
VolumeSpikeBreakoutStrategy,LINKBTC,-37.03957518592957,-0.7627858835755588,26.232638888888886,-76.1878964628187,0.18600682593856654,-13.001347519252333
VolumeSpikeBreakoutStrategy,AVAXBTC,-37.36755871670582,-0.7297624773375719,27.916666666666668,-72.45255840495055,0.21752738654147105,-11.338428545375677
VolumeSpikeBreakoutStrategy,HBARBTC,-25.63929389621967,-0.8123117694068416,17.797619047619047,-80.86102676503148,0.13768115942028986,-29.29747346559109
VolumeSpikeBreakoutStrategy,DOTBTC,-25.68119862111133,-0.6581531137609558,26.87003968253968,-65.57493990384489,0.20722891566265061,-15.801190338275887
VolumeSpikeBreakoutStrategy,STXBTC,-31.647194567361304,-0.7453051655952577,31.339285714285715,-74.53051655952552,0.23389830508474577,-12.632290942292478
VolumeSpikeBreakoutStrategy,BCHBTC,-48.584418012141874,-0.7530183206826876,30.19097222222222,-75.11844837315871,0.14622641509433962,-11.811076788232498
VolumeSpikeBreakoutStrategy,AAVEBTC,-33.38464271528121,-0.7866988494298794,29.404761904761905,-78.48418056003848,0.21646341463414634,-11.96405191464002
VolumeSpikeBreakoutStrategy,ARBBTC,-31.092418898279348,-0.7363617541464738,31.788194444444446,-73.28778740543358,0.23354564755838642,-15.560039788839415
VolumeSpikeBreakoutStrategy,ENABTC,-22.03971423112795,-0.8189340062294495,29.407242063492063,-81.42589152666517,0.23834196891191708,-14.063193700633025
VolumeSpikeBreakoutStrategy,CAKEBTC,-11.051066541763847,-0.6563378962369881,27.534722222222225,-65.4769059763861,0.22790697674418606,-10.151458290912586
VolumeSpikeBreakoutStrategy,CRVBTC,-25.320113811877352,-0.7574873439301919,32.142857142857146,-75.48454430577299,0.22058823529411764,-13.875835350325922
VolumeSpikeBreakoutStrategy,NEARBTC,-36.36215974164124,-0.7936505336108067,30.840773809523807,-79.19805667794431,0.2303370786516854,-11.123322567127008
VolumeSpikeBreakoutStrategy,PAXGBTC,-48.548793732515584,-0.8227244155888505,37.34375,-82.25454446415227,0.1430678466076696,-12.131938711526875
VolumeSpikeBreakoutStrategy,SBTC,-6.1853076147248744,-0.4071327821777525,37.470238095238095,-37.01841253530197,0.3373493975903614,-7.433416171747414
VolumeSpikeBreakoutStrategy,WLDBTC,-29.199290314951103,-0.78225081398525,24.09970238095238,-77.95662557136957,0.2159709618874773,-14.148207907689557
VolumeSpikeBreakoutStrategy,ZROBTC,-30.352531402818354,-0.7901497241171185,34.92063492063492,-78.75030122612723,0.2465564738292011,-10.847148929218587
VolumeSpikeBreakoutStrategy,XLMBTC,-38.11592891646536,-0.8206856771379537,27.56448412698413,-82.03350062284511,0.17317073170731706,-20.00817088362076
VolumeSpikeBreakoutStrategy,WIFBTC,-22.900143749726272,-0.8210302734107687,28.730158730158728,-81.56430146386059,0.2571912013536379,-13.801066237539851
VolumeSpikeBreakoutStrategy,NEXOBTC,-60.92343936550965,-0.9584181251170494,35.461309523809526,-95.79911883124137,0.09034653465346534,-11.856326588024924
VolumeSpikeBreakoutStrategy,BANANABTC,-9.927899133473263,-0.5064156037295122,44.45684523809524,-50.641560372951375,0.27298050139275765,-14.106284226448853
VolumeSpikeBreakoutStrategy,FETBTC,-28.400981632280615,-0.774093947926024,27.395833333333336,-76.46672757279875,0.21364452423698385,-13.72831733802489
VolumeSpikeBreakoutStrategy,TONBTC,-44.186072886306704,-0.8039738802675436,33.56150793650794,-80.39738802675417,0.15629522431259044,-11.634933144248052
VolumeSpikeBreakoutStrategy,LAYERBTC,-13.450586124278802,-0.7793292213262347,39.31818181818182,-68.88189936429171,0.2612137203166227,-18.17464363173924
VolumeSpikeBreakoutStrategy,ALGOBTC,-27.08309872230505,-0.7607097200452322,30.761408730158728,-75.69808441531409,0.2,-18.924521103828514
VolumeSpikeBreakoutStrategy,AUCTIONBTC,-12.667561108448654,-0.6614704280826833,44.54117063492063,-65.42556896443776,0.27442827442827444,-13.60198938969598
VolumeSpikeBreakoutStrategy,API3BTC,-24.392098699677305,-0.778065893525963,35.629960317460316,-77.80658935259615,0.2642740619902121,-12.69275519618208
VolumeSpikeBreakoutStrategy,TAOBTC,-19.297145446136867,-0.7377275681004518,29.427083333333332,-72.67518800065108,0.2774390243902439,-11.0785347561968
VolumeSpikeBreakoutStrategy,EOSBTC,-34.43149455365453,-0.7469098374468492,34.73710317460317,-74.15897646459193,0.1951219512195122,-13.913504027127928
VolumeSpikeBreakoutStrategy,PNUTBTC,-13.794243544980418,-0.8117293865521603,36.24007936507937,-80.64705540902139,0.24181360201511334,-20.314119750383213
VolumeSpikeBreakoutStrategy,NEOBTC,-40.92014407855482,-0.8300010298352603,38.71031746031746,-82.20944952215932,0.17099236641221374,-12.551060995749506
VolumeSpikeBreakoutStrategy,INJBTC,-26.50836831193753,-0.7540525358800882,30.68204365079365,-75.19452469747064,0.2546583850931677,-11.676168431284234
VolumeSpikeBreakoutStrategy,SUPERBTC,-15.024419659954734,-0.6275356082216507,43.95337301587301,-61.56618817732399,0.27546296296296297,-14.251432448454615
VolumeSpikeBreakoutStrategy,TIABTC,-16.192053979808026,-0.6683475729920128,31.35168650793651,-64.45670574293992,0.2714285714285714,-13.154429743457115
VolumeSpikeBreakoutStrategy,CTKBTC,-15.401022541145416,-0.6615020672875997,42.170138888888886,-66.15020672875991,0.2838283828382838,-21.831751395630324
VolumeSpikeBreakoutStrategy,DYDXBTC,-24.349506133385134,-0.694380059123879,40.04712301587301,-68.97427328471464,0.2448210922787194,-12.989505326688242
VolumeSpikeBreakoutStrategy,AXSBTC,-27.800339998740867,-0.6701585941588721,39.260912698412696,-66.79918038259447,0.280561122244489,-13.386609295109112
VolumeSpikeBreakoutStrategy,FILBTC,-28.895316790883754,-0.689159544812366,29.833829365079367,-68.91595448123644,0.2032967032967033,-18.93295452781222
VolumeSpikeBreakoutStrategy,XTZBTC,-34.72176663483854,-0.7222438936424983,35.97470238095239,-72.18860040842294,0.2392086330935252,-12.983561224536468
VolumeSpikeBreakoutStrategy,ICPBTC,-37.434688653384654,-0.7689505366514238,34.34027777777778,-76.88825985320197,0.17518248175182483,-14.030704352774109
VolumeSpikeBreakoutStrategy,STPTBTC,-9.117939066894596,-0.7408597005223756,40.89285714285714,-73.50906225132803,0.2542372881355932,-24.918326186890873
VolumeSpikeBreakoutStrategy,SANDBTC,-28.473582051621563,-0.6884488701257117,34.62549603174603,-68.63380097045322,0.2544642857142857,-15.320044859476152
VolumeSpikeBreakoutStrategy,ETCBTC,-46.44962992392392,-0.7461103545518175,28.730158730158728,-74.45309421857019,0.16905901116427433,-11.87449668557737
VolumeSpikeBreakoutStrategy,QNTBTC,-38.863551561211416,-0.8728169818810272,36.254960317460316,-87.01088508576696,0.20058997050147492,-12.833463876956763
VolumeSpikeBreakoutStrategy,UNIBTC,-30.66370341170143,-0.7185018350443133,31.800595238095237,-71.63398117837386,0.2264808362369338,-12.479787661737578
VolumeSpikeBreakoutStrategy,ATOMBTC,-28.175427065911627,-0.6935887161928285,33.936011904761905,-68.74119083679837,0.25308641975308643,-14.144277949958504
VolumeSpikeBreakoutStrategy,RUNEBTC,-13.822540278048079,-0.7142195502492007,28.067956349206348,-68.55939109196822,0.26418152350081037,-11.111732753965669
VolumeSpikeBreakoutStrategy,THETABTC,-35.491594384121285,-0.8156628491116048,36.30704365079365,-80.6486473438427,0.23219373219373218,-11.488411302541685
VolumeSpikeBreakoutStrategy,BERABTC,-16.370004873356162,-0.8583091655265542,35.90290661719233,-82.93326831973992,0.2733224222585925,-13.573366337109647
VolumeSpikeBreakoutStrategy,IMXBTC,-26.334747854816346,-0.748489908174633,38.648313492063494,-74.78913464912141,0.25411334552102377,-13.672602312453634
VolumeSpikeBreakoutStrategy,VETBTC,-31.128399247844595,-0.9996229205616634,39.23859126984127,-99.96229205616633,0.0,-41.30673225461418
VolumeSpikeBreakoutStrategy,SUSHIBTC,-28.260055746054956,-0.7272920098195026,28.335813492063494,-72.3396751704328,0.24645390070921985,-12.826183540856896
VolumeSpikeBreakoutStrategy,ZECBTC,-32.94255501497375,-0.8546971372489324,38.02827380952381,-85.19674833802551,0.23387096774193547,-11.451175851885136
VolumeSpikeBreakoutStrategy,OMBTC,-17.43935986511932,-0.7779772186019237,34.28323412698413,-76.67362594202991,0.20674486803519063,-11.242467146925204
VolumeSpikeBreakoutStrategy,EGLDBTC,-36.67189984673893,-0.8137401557674742,33.742559523809526,-81.19433189554933,0.18611111111111112,-11.27699054104852
VolumeSpikeBreakoutStrategy,IOTABTC,-25.077170614418826,-0.7380779341104902,31.68402777777778,-73.61821650370636,0.17191977077363896,-21.094044843468858
VolumeSpikeBreakoutStrategy,SEIBTC,-19.021487708363498,-0.6623204766767248,35.426587301587304,-65.93096754739089,0.23366834170854273,-16.565569735525354
VolumeSpikeBreakoutStrategy,ENSBTC,-33.700742704213944,-0.8103479208270457,37.59176587301587,-80.68038982595176,0.20254957507082152,-11.427817255800523
VolumeSpikeBreakoutStrategy,COTIBTC,-14.766062872023259,-0.7243556080662468,40.15376984126984,-72.18494718072309,0.1717171717171717,-36.457044030668186
VolumeSpikeBreakoutStrategy,MANTABTC,-25.761717740819122,-0.7701905534022029,37.12549603174603,-76.74141775670535,0.2673434856175973,-12.98501146475556
VolumeSpikeBreakoutStrategy,PENDLEBTC,-11.871468287230906,-0.5492105995453738,42.99107142857143,-54.60602127230053,0.26877470355731226,-10.791703808755024
VolumeSpikeBreakoutStrategy,ONEBTC,-35.47431044571099,-0.9999843542076049,40.45138888888889,-99.99843542076049,0.0,-54.34697577215244
VolumeSpikeBreakoutStrategy,BICOBTC,-17.554480555939598,-0.6081845565652344,46.041666666666664,-60.16641868298633,0.20610687022900764,-22.96428194007112
VolumeSpikeBreakoutStrategy,RENDERBTC,-38.39424673277394,-0.8567677002480496,37.43055555555556,-85.4658646176676,0.20249653259361997,-11.853795369995517
VolumeSpikeBreakoutStrategy,APTBTC,-24.78663538895586,-0.721744537058554,30.68948412698413,-71.94556597301069,0.2137546468401487,-13.372781779370019
VolumeSpikeBreakoutStrategy,CFXBTC,-19.674478081023526,-0.7250134748001511,47.43551587301587,-71.46541809340613,0.17391304347826086,-31.071920910176573
VolumeSpikeBreakoutStrategy,OMNIBTC,-27.342543278489163,-0.8016713999801579,40.054563492063494,-80.07183304014636,0.22108843537414966,-13.617658680296984
VolumeSpikeBreakoutStrategy,POLBTC,-34.91938587810606,-0.7884138211509305,34.74702380952381,-78.75683219347502,0.17857142857142858,-20.091028620784442
VolumeSpikeBreakoutStrategy,SLFBTC,-11.312579944955761,-0.7395389000348724,41.86011904761905,-73.75612030014065,0.2528473804100228,-16.800938564952286
VolumeSpikeBreakoutStrategy,GRTBTC,-19.83412881528583,-0.6669786786497929,45.09176587301587,-66.16725768974672,0.13924050632911392,-27.918674130694814
VolumeSpikeBreakoutStrategy,ALTBTC,-12.514179320276565,-0.7015613922123112,45.0843253968254,-68.48844769950058,0.13402061855670103,-70.60664711288716
VolumeSpikeBreakoutStrategy,KDABTC,-30.2256969020513,-0.805120477649887,36.09375,-79.84679771821042,0.20097244732576985,-12.941134152060073
VolumeSpikeBreakoutStrategy,WBTC,-15.696192930710295,-0.6588058088277085,44.608134920634924,-62.018870727632944,0.2689655172413793,-21.38581749228723
VolumeSpikeBreakoutStrategy,ARKMBTC,-19.535800427397213,-0.7434387557540988,36.69394841269841,-73.83180339946645,0.27586206896551724,-11.572382977972786
VolumeSpikeBreakoutStrategy,PYTHBTC,-13.58039571906884,-0.573489023796242,41.401289682539684,-57.08716451781793,0.2734584450402145,-15.304869843918976
VolumeSpikeBreakoutStrategy,DASHBTC,-38.542225506768354,-0.8078105025919122,37.87202380952381,-80.5856304473511,0.19515669515669515,-11.479434536659685
VolumeSpikeBreakoutStrategy,ZENBTC,-18.220695803572326,-0.7957731968273123,42.59424603174603,-77.96772317460358,0.2582781456953642,-12.908563439503911
VolumeSpikeBreakoutStrategy,MANABTC,-23.949770098222988,-0.6353504178502392,38.1969246031746,-63.04919064063586,0.254320987654321,-15.56770139274959
VolumeSpikeBreakoutStrategy,YFIBTC,-22.61980713571277,-0.616475462819789,40.09920634920635,-61.109603656834864,0.2164705882352941,-14.378730272196423
VolumeSpikeBreakoutStrategy,ADXBTC,-8.371739072330227,-0.35989257773661365,42.857142857142854,-30.56929360884759,0.20588235294117646,-22.47742177121162
VolumeSpikeBreakoutStrategy,AGLDBTC,-13.257468865404375,-0.6388382491753051,42.67609126984127,-63.10655904242866,0.29831932773109243,-13.257680471098457
VolumeSpikeBreakoutStrategy,ZRXBTC,-14.088070662109589,-0.508790042600094,42.889384920634924,-49.20773413710903,0.32142857142857145,-19.526878625836932
VolumeSpikeBreakoutStrategy,RAREBTC,-13.864350683096497,-0.6621889422992335,42.46527777777778,-66.21889422992335,0.11382113821138211,-53.836499373921484
VolumeSpikeBreakoutStrategy,KSMBTC,-21.371179966643975,-0.6346396279021848,44.31051587301587,-63.04325025865292,0.24018475750577367,-14.559642092067644
VolumeSpikeBreakoutStrategy,ARBTC,-34.6590622822035,-0.8635007335847695,33.14732142857143,-86.07337129236917,0.2343987823439878,-13.10096975530734
VolumeSpikeBreakoutStrategy,AXLBTC,-7.451938038656665,-0.39723158083897403,43.199404761904766,-39.44883790201712,0.3037542662116041,-13.46376720205361
VolumeSpikeBreakoutStrategy,ACHBTC,-17.367663482829748,-0.9678736656321791,34.813988095238095,-96.2631531599574,0.1095890410958904,-65.933666547916
VolumeSpikeBreakoutStrategy,KAVABTC,-9.731395243558927,-0.4974646013592593,42.36359126984127,-46.00332516392206,0.3216216216216216,-12.433331125384363
VolumeSpikeBreakoutStrategy,FLOWBTC,-30.561457010118392,-0.6859126254928504,44.59573412698413,-68.09416291566878,0.18414322250639387,-17.41538693495363
